"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"547","W",6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,"Bad"
"548","W",7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,"Good"
"549","W",7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,"Good"
"550","R",7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,"Bad"
"551","W",6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,"Bad"
"552","W",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"Bad"
"553","W",6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,"Bad"
"554","R",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,"Bad"
"555","W",7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,"Good"
"556","R",6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,"Good"
"557","W",8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,"Bad"
"558","W",7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,"Bad"
"559","W",7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,"Good"
"560","R",9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,"Bad"
"561","W",4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,"Bad"
"562","R",10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,"Good"
"563","W",5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,"Good"
"564","W",5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,"Good"
"565","W",6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,"Good"
"566","R",6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,"Bad"
"567","W",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,"Good"
"568","W",6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,"Good"
"569","R",9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,"Bad"
"570","R",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,"Good"
"571","R",8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,"Good"
"572","W",7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,"Bad"
"573","R",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,"Good"
"574","R",9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,"Good"
"575","W",6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,"Good"
"576","W",7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,"Bad"
"577","W",7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,"Bad"
"578","W",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Good"
"579","W",6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,"Bad"
"580","R",7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,"Good"
"581","W",6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,"Good"
"582","W",7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,"Bad"
"583","R",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"Good"
"584","W",6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,"Good"
"585","W",6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,"Good"
"586","W",6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,"Bad"
"587","W",8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,"Bad"
"588","W",7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,"Good"
"589","W",5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,"Bad"
"590","W",7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,"Good"
"591","W",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,"Bad"
"592","R",7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,"Good"
"593","W",5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,"Good"
"594","W",7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,"Good"
"595","W",9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,"Bad"
"596","W",6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,"Bad"
"597","W",6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,"Bad"
"598","W",7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,"Bad"
"599","W",6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,"Good"
"600","W",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,"Good"
"601","W",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,"Good"
"602","R",11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,"Bad"
"603","R",6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,"Bad"
"604","W",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,"Bad"
"605","W",7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,"Bad"
"606","W",8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,"Good"
"607","W",6.5,0.25,0.45,7.8,0.048,52,188,0.99576,3.2,0.53,9.1,"Bad"
"608","R",6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,"Bad"
"609","W",6,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,"Good"
"610","W",6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,"Bad"
"611","W",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"Bad"
"612","W",6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,"Bad"
"613","W",8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,"Bad"
"614","R",10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,"Good"
"615","R",8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,"Bad"
"616","W",7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,"Good"
"617","W",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,"Bad"
"618","W",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,"Bad"
"619","W",6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,"Bad"
"620","W",5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,"Bad"
"621","W",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"Good"
"622","R",8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,"Good"
"623","R",7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,"Good"
"624","W",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,"Bad"
"625","W",6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,"Bad"
"626","W",5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,"Bad"
"627","W",9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,"Bad"
"628","W",6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,"Bad"
"629","R",6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,"Good"
"630","R",10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,"Good"
"631","R",6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,"Good"
"632","W",6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,"Good"
"633","W",7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,"Good"
"634","W",7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,"Bad"
"635","W",6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,"Bad"
"636","W",5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,"Bad"
"637","W",6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,"Bad"
"638","W",6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,"Good"
"639","W",6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,"Good"
"640","W",7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,"Good"
"641","W",5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11,"Good"
"642","W",9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,"Bad"
"643","W",5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,"Good"
"644","W",7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,"Bad"
"645","W",6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,"Good"
"646","R",11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,"Bad"
"647","W",5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,"Good"
"648","R",5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,"Good"
"649","W",6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,"Good"
"650","W",6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,"Good"
"651","W",7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,"Good"
"652","W",6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,"Bad"
"653","W",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,"Bad"
"654","W",6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,"Bad"
"655","R",7.6,0.51,0.15,2.8,0.11,33,73,0.9955,3.17,0.63,10.2,"Good"
"656","W",6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,"Good"
"657","W",6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5,"Bad"
"658","W",5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,"Good"
"659","W",8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,"Bad"
"660","W",8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,"Bad"
"661","W",9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,"Bad"
"662","W",5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,"Good"
"663","W",7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,"Bad"
"664","W",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"Bad"
"665","W",7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,"Bad"
"666","R",8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,"Bad"
"667","R",7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,"Good"
"668","W",8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,"Bad"
"669","W",5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,"Bad"
"670","R",7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,"Good"
"671","W",7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,"Good"
"672","W",6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,"Good"
"673","W",6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,"Good"
"674","R",8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,"Good"
"675","R",7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,"Bad"
"676","W",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,"Bad"
"677","W",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"Bad"
"678","W",7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,"Good"
"679","W",5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,"Good"
"680","W",6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,"Bad"
"681","W",6.5,0.37,0.33,3.9,0.027,40,130,0.9906,3.28,0.39,12.7,"Good"
"682","W",7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,"Good"
"683","W",7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11,"Bad"
"684","W",6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,"Good"
"685","W",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,"Good"
"686","W",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,"Bad"
"687","W",6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,"Bad"
"688","W",8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,"Bad"
"689","W",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,"Bad"
"690","W",5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,"Good"
"691","R",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,"Bad"
"692","W",7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,"Good"
"693","W",6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,"Bad"
"694","W",6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,"Good"
"695","W",5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,"Bad"
"696","W",8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,"Good"
"697","W",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,"Bad"
"698","W",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,"Bad"
"699","W",7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,"Bad"
"700","W",8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,"Good"
"701","W",6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,"Good"
"702","R",8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,"Good"
"703","W",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,"Bad"
"704","W",5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,"Bad"
"705","W",6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,"Good"
"706","W",5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,"Good"
"707","W",7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,"Good"
"708","W",6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,"Bad"
"709","W",6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,"Bad"
"710","W",7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,"Bad"
"711","W",7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,"Good"
"712","R",7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,"Bad"
"713","W",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,"Good"
"714","W",8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,"Bad"
"715","W",7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,"Bad"
"716","W",7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,"Bad"
"717","W",6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,"Good"
"718","W",8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,"Bad"
"719","W",7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,"Good"
"720","R",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,"Bad"
"721","W",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,"Bad"
"722","W",7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,"Bad"
"723","W",7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,"Good"
"724","R",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,"Good"
"725","W",7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,"Good"
"726","W",6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,"Good"
"727","W",7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,"Good"
"728","R",11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,"Good"
"729","W",6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,"Bad"
"730","W",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,"Bad"
"731","W",7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,"Bad"
"732","W",6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,"Good"
"733","R",6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,"Bad"
"734","W",7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,"Good"
"735","W",7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,"Bad"
"736","R",12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,"Bad"
"737","W",7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,"Bad"
"738","W",6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,"Good"
"739","W",6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"Bad"
"740","W",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,"Bad"
"741","R",8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,"Good"
"742","W",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,"Bad"
"743","W",6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,"Bad"
"744","R",9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,"Bad"
"745","W",7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,"Bad"
"746","W",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"Good"
"747","W",7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,"Good"
"748","R",6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,"Good"
"749","W",7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,"Good"
"750","W",6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,"Good"
"751","W",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,"Good"
"752","R",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,"Bad"
"753","R",7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,"Bad"
"754","W",7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,"Bad"
"755","W",6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,"Good"
"756","W",6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,"Bad"
"757","W",6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,"Bad"
"758","W",7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,"Good"
"759","W",6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,"Good"
"760","R",8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,"Good"
"761","R",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,"Good"
"762","W",6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,"Good"
"763","R",8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,"Good"
"764","W",6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,"Bad"
"765","W",7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,"Bad"
"766","W",6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,"Good"
"767","R",7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,"Bad"
"768","W",7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,"Good"
"769","W",8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,"Bad"
"770","R",7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,"Bad"
"771","W",6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,"Bad"
"772","W",5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,"Good"
"773","W",6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,"Bad"
"774","R",10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,"Good"
"775","W",6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,"Good"
"776","R",12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,"Bad"
"777","R",10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,"Good"
"778","W",8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,"Good"
"779","W",6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,"Good"
"780","W",8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,"Bad"
"781","W",8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4,"Bad"
"782","R",7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,"Bad"
"783","W",7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,"Bad"
"784","R",7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,"Bad"
"785","R",6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,"Bad"
"786","W",6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,"Bad"
"787","W",7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,"Good"
"788","R",7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,"Bad"
"789","R",10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,"Bad"
"790","W",6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,"Good"
"791","W",6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,"Good"
"792","W",6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,"Bad"
"793","W",7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,"Bad"
"794","W",6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,"Bad"
"795","R",8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,"Good"
"796","W",7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,"Good"
"797","W",7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,"Good"
"798","R",8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,"Bad"
"799","W",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,"Bad"
"800","W",6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,"Good"
"801","W",6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4,"Bad"
"802","W",8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,"Good"
"803","W",6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,"Good"
"804","W",7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,"Bad"
"805","W",6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,"Bad"
"806","W",6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,"Bad"
"807","W",6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,"Bad"
"808","W",6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,"Bad"
"809","R",8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,"Good"
"810","W",7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,"Bad"
"811","W",6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,"Bad"
"812","W",6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,"Bad"
"813","R",9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,"Bad"
"814","W",6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,"Good"
"815","W",8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,"Bad"
"816","W",6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,"Good"
"817","R",6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,"Bad"
"818","W",7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,"Bad"
"819","R",7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,"Good"
